ZONE T = " 0.00000E+00", I=  129, J=  256
 8.31343003E-02  4.22375880E-02  4.11443304E-03  4.22010288E-02 -2.38569000E+00 -1.37467696E+00
 8.38047382E-02  4.22375880E-02  4.11674796E-03  4.20899807E-02 -2.38544572E+00 -1.37582127E+00
 8.44751761E-02  4.22375880E-02  4.11775106E-03  4.19664792E-02 -2.38533991E+00 -1.37709746E+00
 8.51456140E-02  4.22375880E-02  4.11750527E-03  4.18312822E-02 -2.38536584E+00 -1.37849882E+00
 8.58160519E-02  4.22375880E-02  5.01725794E-19  7.08211290E-18 -1.56535598E+01 -1.56535598E+01
 0.00000000E+00  4.29080259E-02  8.05157798E-19  1.24666580E-17 -1.56535598E+01 -1.56535598E+01
 6.70437905E-04  4.29080259E-02  3.70528706E-18  1.03580199E-16 -1.56535598E+01 -1.56535598E+01
 1.34087581E-03  4.29080259E-02  1.42879431E-18  6.50283263E-17 -1.56535598E+01 -1.56535598E+01
 2.01131372E-03  4.29080259E-02  2.14793705E-18  1.01333173E-16 -1.56535598E+01 -1.56535598E+01
 2.68175162E-03  4.29080259E-02  2.36118343E-18  1.12252582E-16 -1.56535598E+01 -1.56535598E+01
 3.35218953E-03  4.29080259E-02  7.94081574E-19  6.88070266E-17 -1.56535598E+01 -1.56535598E+01
 4.02262743E-03  4.29080259E-02  4.98954175E-19  6.16581470E-17 -1.56535598E+01 -1.56535598E+01
 4.69306534E-03  4.29080259E-02  1.60302451E-18  6.55160162E-17 -1.56535598E+01 -1.56535598E+01
 5.36350324E-03  4.29080259E-02  2.43577528E-18  7.53049655E-17 -1.56535598E+01 -1.56535598E+01
 6.03394115E-03  4.29080259E-02  5.14543991E-18  2.89288105E-17 -1.56535598E+01 -1.56535598E+01
 6.70437905E-03  4.29080259E-02  2.52363088E-18  2.05857781E-17 -1.56535598E+01 -1.56535598E+01
 7.37481696E-03  4.29080259E-02  1.20354770E-18  7.59354449E-17 -1.56535598E+01 -1.56535598E+01
 8.04525487E-03  4.29080259E-02  4.51047532E-18  5.45831352E-17 -1.56535598E+01 -1.56535598E+01
 8.71569277E-03  4.29080259E-02  4.15628711E-18  3.28664528E-17 -1.56535598E+01 -1.56535598E+01
 9.38613068E-03  4.29080259E-02  3.00307354E-18  1.52825901E-17 -1.56535598E+01 -1.56535598E+01
 1.00565686E-02  4.29080259E-02  4.48107346E-18  5.20506265E-17 -1.56535598E+01 -1.56535598E+01
 1.07270065E-02  4.29080259E-02  3.29455073E-18  4.83277934E-17 -1.56535598E+01 -1.56535598E+01
 1.13974444E-02  4.29080259E-02  1.42937680E-18  9.71376626E-17 -1.56535598E+01 -1.56535598E+01
 1.20678823E-02  4.29080259E-02  5.67828815E-18  1.08064231E-16 -1.56535598E+01 -1.56535598E+01
 1.27383202E-02  4.29080259E-02  5.00361637E-18  4.08827140E-17 -1.56535598E+01 -1.56535598E+01
 1.34087581E-02  4.29080259E-02  2.28811930E-18  1.68801725E-16 -1.56535598E+01 -1.56535598E+01
 1.40791960E-02  4.29080259E-02  4.65919832E-18  5.46766567E-17 -1.56535598E+01 -1.56535598E+01
 1.47496339E-02  4.29080259E-02  1.13002158E-18  0.00000000E+00 -1.56535598E+01 -1.56535598E+01
 1.54200718E-02  4.29080259E-02  2.85875359E-18  7.79262254E-17 -1.56535598E+01 -1.56535598E+01
 1.60905097E-02  4.29080259E-02  4.52008631E-18  1.39398670E-16 -1.56535598E+01 -1.56535598E+01
 1.67609476E-02  4.29080259E-02  2.02144405E-18  1.59408478E-16 -1.56535598E+01 -1.56535598E+01
 1.74313855E-02  4.29080259E-02  2.26004316E-18  3.86622347E-17 -1.56535598E+01 -1.56535598E+01
 1.81018234E-02  4.29080259E-02  1.33729830E-17  1.08603208E-16 -1.56535598E+01 -1.56535598E+01
 1.87722614E-02  4.29080259E-02  5.05361013E-18  1.65165139E-16 -1.56535598E+01 -1.56535598E+01
 1.94426993E-02  4.29080259E-02  3.99522960E-19  4.97565087E-17 -1.56535598E+01 -1.56535598E+01
 2.01131372E-02  4.29080259E-02  6.06959405E-18  5.46766567E-17 -1.56535598E+01 -1.56535598E+01
 2.07835751E-02  4.29080259E-02  5.89888582E-18  1.13132464E-16 -1.56535598E+01 -1.56535598E+01
 2.14540130E-02  4.29080259E-02  4.52008631E-18  7.73244695E-17 -1.56535598E+01 -1.56535598E+01
 2.21244509E-02  4.29080259E-02  3.19618368E-18  6.96993349E-17 -1.56535598E+01 -1.56535598E+01
 2.27948888E-02  4.29080259E-02  4.28813039E-18  7.97042388E-17 -1.56535598E+01 -1.56535598E+01
 2.34653267E-02  4.29080259E-02  6.39236736E-18  2.73383284E-17 -1.56535598E+01 -1.56535598E+01
 2.41357646E-02  4.29080259E-02  1.01072203E-18  1.93311174E-17 -1.56535598E+01 -1.56535598E+01
 2.48062025E-02  4.29080259E-02  5.46631513E-18  3.05651803E-17 -1.56535598E+01 -1.56535598E+01
 2.54766404E-02  4.29080259E-02  3.64421009E-18  8.20149851E-17 -1.56535598E+01 -1.56535598E+01
 2.61470783E-02  4.29080259E-02  8.63561277E-18  0.00000000E+00 -1.56535598E+01 -1.56535598E+01
 2.68175162E-02  4.29080259E-02  2.94673576E-18  2.12202493E-16 -1.56535598E+01 -1.56535598E+01
 2.74879541E-02  4.29080259E-02  6.39236736E-18  1.73980056E-16 -1.56535598E+01 -1.56535598E+01
 2.81583920E-02  4.29080259E-02  5.71750719E-18  1.04101253E-16 -1.56535598E+01 -1.56535598E+01
 2.88288299E-02  4.29080259E-02  5.71750719E-18  1.93311174E-17 -1.56535598E+01 -1.56535598E+01
 2.94992678E-02  4.29080259E-02  7.35816741E-18  9.85697447E-17 -1.56535598E+01 -1.56535598E+01
 3.01697057E-02  4.29080259E-02  6.39236736E-18  1.12718815E-16 -1.56535598E+01 -1.56535598E+01
 3.08401437E-02  4.29080259E-02  2.72145234E-18  1.37373400E-16 -1.56535598E+01 -1.56535598E+01
 3.15105816E-02  4.29080259E-02  3.64421009E-18  6.18897731E-17 -1.56535598E+01 -1.56535598E+01
 3.21810195E-02  4.29080259E-02  1.01198464E-17  8.64513850E-17 -1.56535598E+01 -1.56535598E+01
 3.28514574E-02  4.29080259E-02  3.64421009E-18  1.27130576E-16 -1.56535598E+01 -1.56535598E+01
 3.35218953E-02  4.29080259E-02  6.08535243E-18  7.79262254E-17 -1.56535598E+01 -1.56535598E+01
 3.41923332E-02  4.29080259E-02  6.78012947E-18  9.66555868E-17 -1.56535598E+01 -1.56535598E+01
 3.48627711E-02  4.29080259E-02  8.69455962E-18  8.20149851E-17 -1.56535598E+01 -1.56535598E+01
 3.55332090E-02  4.29080259E-02  1.01576306E-17  7.79262254E-17 -1.56535598E+01 -1.56535598E+01
 3.62036469E-02  4.29080259E-02  2.53940766E-18  6.00218743E-17 -1.56535598E+01 -1.56535598E+01
 3.68740848E-02  4.29080259E-02  8.57626078E-18  3.05651803E-17 -1.56535598E+01 -1.56535598E+01
 3.75445227E-02  4.29080259E-02  4.98363858E-18  9.07996802E-17 -1.56535598E+01 -1.56535598E+01
 3.82149606E-02  4.29080259E-02  5.05361013E-18  8.25825696E-17 -1.56535598E+01 -1.56535598E+01
 3.88853985E-02  4.29080259E-02  8.93360498E-18  9.66555868E-18 -1.56535598E+01 -1.56535598E+01
 3.95558364E-02  4.29080259E-02  6.14798207E-18  9.85697447E-17 -1.56535598E+01 -1.56535598E+01
 4.02262743E-02  4.29080259E-02  3.64421009E-18  8.75253565E-17 -1.56535598E+01 -1.56535598E+01
 4.08967122E-02  4.29080259E-02  3.64421009E-18  3.48496674E-17 -1.56535598E+01 -1.56535598E+01
 4.15671501E-02  4.29080259E-02  3.19618368E-18  1.55852451E-16 -1.56535598E+01 -1.56535598E+01
 4.22375880E-02  4.29080259E-02  4.07435074E-18  7.79262254E-17 -1.56535598E+01 -1.56535598E+01
 4.29080259E-02  4.29080259E-02  2.08365683E-18  4.37626782E-17 -1.56535598E+01 -1.56535598E+01
 4.35784639E-02  4.29080259E-02  4.52008631E-18  1.29677078E-16 -1.56535598E+01 -1.56535598E+01
 4.42489018E-02  4.29080259E-02  3.57344199E-18  1.54214133E-16 -1.56535598E+01 -1.56535598E+01
 4.49193397E-02  4.29080259E-02  3.57344199E-18  5.20506265E-17 -1.56535598E+01 -1.56535598E+01
 4.55897776E-02  4.29080259E-02  3.19618368E-18  1.10204325E-16 -1.56535598E+01 -1.56535598E+01
 4.62602155E-02  4.29080259E-02  3.95507552E-18  3.98521194E-17 -1.56535598E+01 -1.56535598E+01
 4.69306534E-02  4.29080259E-02  2.63806194E-18  5.79933521E-17 -1.56535598E+01 -1.56535598E+01
 4.76010913E-02  4.29080259E-02  5.15369133E-18  1.31465811E-16 -1.56535598E+01 -1.56535598E+01
 4.82715292E-02  4.29080259E-02  3.19618368E-18  1.22260721E-16 -1.56535598E+01 -1.56535598E+01
 4.89419671E-02  4.29080259E-02  1.69503237E-18  1.36691642E-17 -1.56535598E+01 -1.56535598E+01
 4.96124050E-02  4.29080259E-02  6.78012947E-18  6.18897731E-17 -1.56535598E+01 -1.56535598E+01
 5.02828429E-02  4.29080259E-02  3.64421009E-18  2.89966761E-17 -1.56535598E+01 -1.56535598E+01
 5.09532808E-02  4.29080259E-02  3.73856872E-06  4.53690102E-05 -5.42729463E+00 -4.34324070E+00
 5.16237187E-02  4.29080259E-02  2.25102514E-04  2.72122513E-03 -3.64761965E+00 -2.56523553E+00
 5.22941566E-02  4.29080259E-02  4.37013604E-04  5.26275601E-03 -3.35950504E+00 -2.27878676E+00
 5.29645945E-02  4.29080259E-02  6.39761281E-04  7.67493219E-03 -3.19398205E+00 -2.11492545E+00
 5.36350324E-02  4.29080259E-02  8.33632102E-04  9.96262304E-03 -3.07902557E+00 -2.00162630E+00
 5.43054703E-02  4.29080259E-02  1.01890884E-03  1.21305869E-02 -2.99186467E+00 -1.91611819E+00
 5.49759082E-02  4.29080259E-02  1.19587051E-03  1.41834722E-02 -2.92231585E+00 -1.84821744E+00
 5.56463462E-02  4.29080259E-02  1.36479123E-03  1.61258060E-02 -2.86493378E+00 -1.79247857E+00
 5.63167841E-02  4.29080259E-02  1.52594079E-03  1.79620009E-02 -2.81646232E+00 -1.74564529E+00
 5.69872220E-02  4.29080259E-02  1.67958339E-03  1.96963429E-02 -2.77479843E+00 -1.70561440E+00
 5.76576599E-02  4.29080259E-02  1.82597816E-03  2.13329982E-02 -2.73850442E+00 -1.67094810E+00
 5.83280978E-02  4.29080259E-02  1.96537826E-03  2.28760052E-02 -2.70655385E+00 -1.64061981E+00
 5.89985357E-02  4.29080259E-02  2.09803146E-03  2.43292821E-02 -2.67818800E+00 -1.61387071E+00
 5.96689736E-02  4.29080259E-02  2.22417921E-03  2.56966190E-02 -2.65283022E+00 -1.59012402E+00
 6.03394115E-02  4.29080259E-02  2.34405722E-03  2.69816856E-02 -2.63003179E+00 -1.56893092E+00
 6.10098494E-02  4.29080259E-02  2.45789497E-03  2.81880282E-02 -2.60943668E+00 -1.54993530E+00
 6.16802873E-02  4.29080259E-02  2.56591582E-03  2.93190719E-02 -2.59075760E+00 -1.53284978E+00
 6.23507252E-02  4.29080259E-02  2.66833680E-03  3.03781211E-02 -2.57375935E+00 -1.51743909E+00
 6.30211631E-02  4.29080259E-02  2.76536894E-03  3.13683648E-02 -2.55824692E+00 -1.50350812E+00
 6.36916010E-02  4.29080259E-02  2.85721715E-03  3.22928770E-02 -2.54405675E+00 -1.49089326E+00
 6.43620389E-02  4.29080259E-02  2.94408007E-03  3.31546169E-02 -2.53105038E+00 -1.47945599E+00
 6.50324768E-02  4.29080259E-02  3.02615048E-03  3.39564356E-02 -2.51910948E+00 -1.46907790E+00
 6.57029147E-02  4.29080259E-02  3.10361482E-03  3.47010726E-02 -2.50813218E+00 -1.45965710E+00
 6.63733526E-02  4.29080259E-02  3.17665399E-03  3.53911661E-02 -2.49803009E+00 -1.45110513E+00
 6.70437905E-02  4.29080259E-02  3.24544274E-03  3.60292483E-02 -2.48872605E+00 -1.44334480E+00
 6.77142285E-02  4.29080259E-02  3.31015045E-03  3.66177561E-02 -2.48015227E+00 -1.43630827E+00
 6.83846664E-02  4.29080259E-02  3.37094074E-03  3.71590276E-02 -2.47224888E+00 -1.42993566E+00
 6.90551043E-02  4.29080259E-02  3.42797134E-03  3.76553032E-02 -2.46496282E+00 -1.42417385E+00
 6.97255422E-02  4.29080259E-02  3.48139520E-03  3.81087388E-02 -2.45824667E+00 -1.41897542E+00
 7.03959801E-02  4.29080259E-02  3.53135980E-03  3.85214001E-02 -2.45205803E+00 -1.41429794E+00
 7.10664180E-02  4.29080259E-02  3.57800692E-03  3.88952616E-02 -2.44635882E+00 -1.41010330E+00
 7.17368559E-02  4.29080259E-02  3.62147432E-03  3.92322261E-02 -2.44111459E+00 -1.40635705E+00
 7.24072938E-02  4.29080259E-02  3.66189409E-03  3.95341085E-02 -2.43629422E+00 -1.40302805E+00
 7.30777317E-02  4.29080259E-02  3.69939400E-03  3.98026513E-02 -2.43186941E+00 -1.40008800E+00
 7.37481696E-02  4.29080259E-02  3.73409678E-03  4.00395189E-02 -2.42781443E+00 -1.39751115E+00
 7.44186075E-02  4.29080259E-02  3.76612089E-03  4.02463065E-02 -2.42410574E+00 -1.39527397E+00
 7.50890454E-02  4.29080259E-02  3.79558064E-03  4.04245428E-02 -2.42072178E+00 -1.39335488E+00
 7.57594833E-02  4.29080259E-02  3.82258574E-03  4.05756861E-02 -2.41764276E+00 -1.39173413E+00
 7.64299212E-02  4.29080259E-02  3.84724217E-03  4.07011357E-02 -2.41485048E+00 -1.39039347E+00
 7.71003591E-02  4.29080259E-02  3.86965138E-03  4.08022229E-02 -2.41232816E+00 -1.38931618E+00
 7.77707970E-02  4.29080259E-02  3.88991157E-03  4.08802271E-02 -2.41006027E+00 -1.38848670E+00
 7.84412349E-02  4.29080259E-02  3.90811681E-03  4.09363665E-02 -2.40803246E+00 -1.38789071E+00
 7.91116728E-02  4.29080259E-02  3.92435760E-03  4.09718055E-02 -2.40623142E+00 -1.38751490E+00
 7.97821107E-02  4.29080259E-02  3.93872136E-03  4.09876603E-02 -2.40464474E+00 -1.38734687E+00
 8.04525487E-02  4.29080259E-02  3.95129145E-03  4.09849901E-02 -2.40326094E+00 -1.38737517E+00
 8.11229866E-02  4.29080259E-02  3.96214888E-03  4.09648152E-02 -2.40206921E+00 -1.38758900E+00
 8.17934245E-02  4.29080259E-02  3.97137065E-03  4.09281009E-02 -2.40105958E+00 -1.38797841E+00
 8.24638624E-02  4.29080259E-02  3.97903102E-03  4.08757714E-02 -2.40022267E+00 -1.38853404E+00
 8.31343003E-02  4.29080259E-02  3.98520135E-03  4.08087087E-02 -2.39954973E+00 -1.38924715E+00
 8.38047382E-02  4.29080259E-02  3.98995058E-03  4.07277582E-02 -2.39903248E+00 -1.39010949E+00
 8.44751761E-02  4.29080259E-02  3.99334452E-03  4.06337228E-02 -2.39866322E+00 -1.39111339E+00
 8.51456140E-02  4.29080259E-02  3.99544601E-03  4.05273640E-02 -2.39843473E+00 -1.39225164E+00
 8.58160519E-02  4.29080259E-02  7.31044546E-19  3.60427303E-18 -1.56535598E+01 -1.56535598E+01
 0.00000000E+00  4.35784639E-02  1.61445570E-18  3.29744120E-17 -1.56535598E+01 -1.56535598E+01
 6.70437905E-04  4.35784639E-02  2.51007946E-18  6.15059555E-17 -1.56535598E+01 -1.56535598E+01
 1.34087581E-03  4.35784639E-02  6.86999751E-18  5.40023926E-17 -1.56535598E+01 -1.56535598E+01
 2.01131372E-03  4.35784639E-02  1.79722597E-18  1.62695213E-17 -1.56535598E+01 -1.56535598E+01
 2.68175162E-03  4.35784639E-02  3.00623076E-18  1.17870391E-16 -1.56535598E+01 -1.56535598E+01
 3.35218953E-03  4.35784639E-02  1.18987828E-18  2.80331683E-17 -1.56535598E+01 -1.56535598E+01
 4.02262743E-03  4.35784639E-02  1.00722462E-18  4.40447481E-17 -1.56535598E+01 -1.56535598E+01
 4.69306534E-03  4.35784639E-02  6.41074188E-18  1.54737668E-17 -1.56535598E+01 -1.56535598E+01
 5.36350324E-03  4.35784639E-02  1.11145129E-18  1.53661206E-17 -1.56535598E+01 -1.56535598E+01
 6.03394115E-03  4.35784639E-02  6.34440341E-18  2.33484154E-17 -1.56535598E+01 -1.56535598E+01
 6.70437905E-03  4.35784639E-02  3.01108597E-18  6.90877412E-17 -1.56535598E+01 -1.56535598E+01
 7.37481696E-03  4.35784639E-02  4.22200161E-18  2.63220330E-17 -1.56535598E+01 -1.56535598E+01
 8.04525487E-03  4.35784639E-02  5.66113250E-18  2.32086649E-17 -1.56535598E+01 -1.56535598E+01
 8.71569277E-03  4.35784639E-02  3.68167575E-18  8.81319957E-17 -1.56535598E+01 -1.56535598E+01
 9.38613068E-03  4.35784639E-02  3.75636578E-18  3.02048709E-17 -1.56535598E+01 -1.56535598E+01
 1.00565686E-02  4.35784639E-02  1.83791418E-18  7.15727982E-17 -1.56535598E+01 -1.56535598E+01
 1.07270065E-02  4.35784639E-02  3.29455073E-18  1.36691642E-17 -1.56535598E+01 -1.56535598E+01
 1.13974444E-02  4.35784639E-02  4.52008631E-18  4.92848723E-17 -1.56535598E+01 -1.56535598E+01
 1.20678823E-02  4.35784639E-02  5.89347151E-18  1.04101253E-16 -1.56535598E+01 -1.56535598E+01
 1.27383202E-02  4.35784639E-02  1.01072203E-18  1.12718815E-16 -1.56535598E+01 -1.56535598E+01
 1.34087581E-02  4.35784639E-02  3.98923226E-18  3.16214850E-17 -1.56535598E+01 -1.56535598E+01
 1.40791960E-02  4.35784639E-02  4.52008631E-18  1.54648939E-16 -1.56535598E+01 -1.56535598E+01
 1.47496339E-02  4.35784639E-02  3.79862094E-18  5.04556976E-17 -1.56535598E+01 -1.56535598E+01
 1.54200718E-02  4.35784639E-02  2.26004316E-18  2.35173193E-16 -1.56535598E+01 -1.56286122E+01
 1.60905097E-02  4.35784639E-02  4.16731367E-18  7.97042388E-17 -1.56535598E+01 -1.56535598E+01
 1.67609476E-02  4.35784639E-02  3.95507552E-18  1.43688860E-16 -1.56535598E+01 -1.56535598E+01
 1.74313855E-02  4.35784639E-02  6.06433215E-18  1.54648939E-16 -1.56535598E+01 -1.56535598E+01
 1.81018234E-02  4.35784639E-02  2.02144405E-18  7.73244695E-17 -1.56535598E+01 -1.56535598E+01
 1.87722614E-02  4.35784639E-02  2.85875359E-18  7.73244695E-17 -1.56535598E+01 -1.56535598E+01
 1.94426993E-02  4.35784639E-02  7.18252951E-18  2.42410979E-16 -1.56535598E+01 -1.56154477E+01
 2.01131372E-02  4.35784639E-02  1.22959641E-17  1.09353313E-16 -1.56535598E+01 -1.56535598E+01
 2.07835751E-02  4.35784639E-02  9.11052522E-18  1.23779546E-16 -1.56535598E+01 -1.56535598E+01
 2.14540130E-02  4.35784639E-02  4.04288810E-18  3.86622347E-17 -1.56535598E+01 -1.56535598E+01
 2.21244509E-02  4.35784639E-02  9.74659364E-18  1.48026539E-16 -1.56535598E+01 -1.56535598E+01
 2.27948888E-02  4.35784639E-02  3.23588935E-18  2.11098988E-16 -1.56535598E+01 -1.56535598E+01
 2.34653267E-02  4.35784639E-02  1.35602589E-17  8.64513850E-17 -1.56535598E+01 -1.56535598E+01
 2.41357646E-02  4.35784639E-02  9.58855105E-18  8.64513850E-17 -1.56535598E+01 -1.56535598E+01
 2.48062025E-02  4.35784639E-02  7.28842018E-18  4.32256925E-17 -1.56535598E+01 -1.56535598E+01
 2.54766404E-02  4.35784639E-02  8.49397465E-18  1.17983180E-16 -1.56535598E+01 -1.56535598E+01
 2.61470783E-02  4.35784639E-02  4.52008631E-18  2.12861849E-16 -1.56535598E+01 -1.56535598E+01
 2.68175162E-02  4.35784639E-02  6.47177870E-18  7.97042388E-17 -1.56535598E+01 -1.56535598E+01
 2.74879541E-02  4.35784639E-02  6.66736672E-18  4.75973565E-17 -1.56535598E+01 -1.56535598E+01
 2.81583920E-02  4.35784639E-02  8.66974029E-18  6.30117334E-17 -1.56535598E+01 -1.56535598E+01
 2.88288299E-02  4.35784639E-02  4.16731367E-18  2.73383284E-17 -1.56535598E+01 -1.56535598E+01
 2.94992678E-02  4.35784639E-02  4.67629636E-18  7.10681523E-17 -1.56535598E+01 -1.56535598E+01
 3.01697057E-02  4.35784639E-02  7.35816741E-18  9.66555868E-17 -1.56535598E+01 -1.56535598E+01
 3.08401437E-02  4.35784639E-02  2.02144405E-18  1.17586596E-16 -1.56535598E+01 -1.56535598E+01
 3.15105816E-02  4.35784639E-02  0.00000000E+00  6.11303606E-17 -1.56535598E+01 -1.56535598E+01
 3.21810195E-02  4.35784639E-02  7.24118144E-18  2.06954289E-16 -1.56535598E+01 -1.56535598E+01
 3.28514574E-02  4.35784639E-02  1.15240042E-17  4.32256925E-17 -1.56535598E+01 -1.56535598E+01
 3.35218953E-02  4.35784639E-02  4.16731367E-18  5.79933521E-17 -1.56535598E+01 -1.56535598E+01
 3.41923332E-02  4.35784639E-02  3.54653991E-18  9.19498979E-17 -1.56535598E+01 -1.56535598E+01
 3.48627711E-02  4.35784639E-02  3.57344199E-19  1.38410834E-16 -1.56535598E+01 -1.56535598E+01
 3.55332090E-02  4.35784639E-02  2.02144405E-18  5.63594077E-17 -1.56535598E+01 -1.56535598E+01
 3.62036469E-02  4.35784639E-02  6.39236736E-18  8.64513850E-17 -1.56535598E+01 -1.56535598E+01
 3.68740848E-02  4.35784639E-02  3.19618368E-18  1.93311174E-17 -1.56535598E+01 -1.56535598E+01
 3.75445227E-02  4.35784639E-02  7.09307982E-18  1.10204325E-16 -1.56535598E+01 -1.56535598E+01
 3.82149606E-02  4.35784639E-02  5.05361013E-18  2.73383284E-17 -1.56535598E+01 -1.56535598E+01
 3.88853985E-02  4.35784639E-02  5.15369133E-18  1.59408478E-16 -1.56535598E+01 -1.56535598E+01
 3.95558364E-02  4.35784639E-02  6.14798207E-18  2.01822790E-16 -1.56535598E+01 -1.56535598E+01
 4.02262743E-02  4.35784639E-02  3.64421009E-18  9.56841493E-17 -1.56535598E+01 -1.56535598E+01
 4.08967122E-02  4.35784639E-02  9.04017262E-18  1.59408478E-16 -1.56535598E+01 -1.56535598E+01
 4.15671501E-02  4.35784639E-02  7.99045921E-18  1.13750116E-16 -1.56535598E+01 -1.56535598E+01
 4.22375880E-02  4.35784639E-02  6.14798207E-18  6.48385388E-17 -1.56535598E+01 -1.56535598E+01
 4.29080259E-02  4.35784639E-02  2.08365683E-18  1.52825901E-17 -1.56535598E+01 -1.56535598E+01
 4.35784639E-02  4.35784639E-02  2.08365683E-18  6.83458209E-17 -1.56535598E+01 -1.56535598E+01
 4.42489018E-02  4.35784639E-02  3.85078791E-18  2.56865745E-17 -1.56535598E+01 -1.56535598E+01
 4.49193397E-02  4.35784639E-02  1.82210504E-18  5.33797925E-17 -1.56535598E+01 -1.56535598E+01
 4.55897776E-02  4.35784639E-02  6.37736765E-18  1.32901432E-16 -1.56535598E+01 -1.56535598E+01
 4.62602155E-02  4.35784639E-02  3.57344199E-18  7.79262254E-17 -1.56535598E+01 -1.56535598E+01
 4.69306534E-02  4.35784639E-02  2.51731171E-18  2.42844156E-17 -1.56535598E+01 -1.56535598E+01
 4.76010913E-02  4.35784639E-02  3.29455073E-18  4.83277934E-17 -1.56535598E+01 -1.56535598E+01
 4.82715292E-02  4.35784639E-02  3.57344199E-18  3.77452133E-17 -1.56535598E+01 -1.56535598E+01
 4.89419671E-02  4.35784639E-02  2.94673576E-18  4.34950141E-17 -1.56535598E+01 -1.56535598E+01
 4.96124050E-02  4.35784639E-02  2.57684567E-18  8.25825696E-17 -1.56535598E+01 -1.56535598E+01
 5.02828429E-02  4.35784639E-02  4.07435074E-18  5.87932982E-17 -1.56535598E+01 -1.56535598E+01
 5.09532808E-02  4.35784639E-02  3.84871481E-18  9.95130173E-17 -1.56535598E+01 -1.56535598E+01
 5.16237187E-02  4.35784639E-02  3.29455073E-18  9.66555868E-18 -1.56535598E+01 -1.56535598E+01
 5.22941566E-02  4.35784639E-02  1.76589360E-04  2.11990121E-03 -3.75303547E+00 -2.67368438E+00
 5.29645945E-02  4.35784639E-02  3.81327604E-04  4.56045617E-03 -3.41870175E+00 -2.34099171E+00
 5.36350324E-02  4.35784639E-02  5.77351097E-04  6.87880478E-03 -3.23856000E+00 -2.16248702E+00
 5.43054703E-02  4.35784639E-02  7.64927982E-04  9.07947354E-03 -3.11637945E+00 -2.04193933E+00
 5.49759082E-02  4.35784639E-02  9.44323273E-04  1.11668917E-02 -3.02487931E+00 -1.95206770E+00
 5.56463462E-02  4.35784639E-02  1.11579809E-03  1.31453828E-02 -2.95241439E+00 -1.88122676E+00
 5.63167841E-02  4.35784639E-02  1.27960972E-03  1.50191672E-02 -2.89292247E+00 -1.82335415E+00
 5.69872220E-02  4.35784639E-02  1.43601075E-03  1.67923525E-02 -2.84284231E+00 -1.77488846E+00
 5.76576599E-02  4.35784639E-02  1.58524941E-03  1.84689391E-02 -2.79990240E+00 -1.73355805E+00
 5.83280978E-02  4.35784639E-02  1.72756866E-03  2.00528109E-02 -2.76256468E+00 -1.69782474E+00
 5.89985357E-02  4.35784639E-02  1.86320636E-03  2.15477394E-02 -2.72973904E+00 -1.66659829E+00
 5.96689736E-02  4.35784639E-02  1.99239531E-03  2.29573849E-02 -2.70062449E+00 -1.63907758E+00
 6.03394115E-02  4.35784639E-02  2.11536256E-03  2.42852907E-02 -2.67461519E+00 -1.61465669E+00
 6.10098494E-02  4.35784639E-02  2.23232972E-03  2.55348880E-02 -2.65124166E+00 -1.59286604E+00
 6.16802873E-02  4.35784639E-02  2.34351292E-03  2.67094980E-02 -2.63013265E+00 -1.57333427E+00
 6.23507252E-02  4.35784639E-02  2.44912240E-03  2.78123276E-02 -2.61098951E+00 -1.55576266E+00
 6.30211631E-02  4.35784639E-02  2.54936284E-03  2.88464761E-02 -2.59356835E+00 -1.53990723E+00
 6.36916010E-02  4.35784639E-02  2.64443311E-03  2.98149332E-02 -2.57766741E+00 -1.52556616E+00
 6.43620389E-02  4.35784639E-02  2.73452639E-03  3.07205826E-02 -2.56311788E+00 -1.51257055E+00
 6.50324768E-02  4.35784639E-02  2.81983056E-03  3.15662080E-02 -2.54977699E+00 -1.50077759E+00
 6.57029147E-02  4.35784639E-02  2.90052743E-03  3.23544861E-02 -2.53752302E+00 -1.49006549E+00
 6.63733526E-02  4.35784639E-02  2.97679360E-03  3.30879977E-02 -2.52625128E+00 -1.48032951E+00
 6.70437905E-02  4.35784639E-02  3.04879986E-03  3.37692232E-02 -2.51587108E+00 -1.47147893E+00
 6.77142285E-02  4.35784639E-02  3.11671199E-03  3.44005521E-02 -2.50630333E+00 -1.46343459E+00
 6.83846664E-02  4.35784639E-02  3.18069009E-03  3.49842783E-02 -2.49747864E+00 -1.45612708E+00
 6.90551043E-02  4.35784639E-02  3.24088924E-03  3.55226080E-02 -2.48933581E+00 -1.44949516E+00
 6.97255422E-02  4.35784639E-02  3.29745924E-03  3.60176590E-02 -2.48182056E+00 -1.44348452E+00
 7.03959801E-02  4.35784639E-02  3.35054525E-03  3.64714685E-02 -2.47488451E+00 -1.43804675E+00
 7.10664180E-02  4.35784639E-02  3.40028699E-03  3.68859865E-02 -2.46848443E+00 -1.43313860E+00
 7.17368559E-02  4.35784639E-02  3.44681977E-03  3.72630876E-02 -2.46258143E+00 -1.42872116E+00
 7.24072938E-02  4.35784639E-02  3.49027421E-03  3.76045703E-02 -2.45714045E+00 -1.42475937E+00
 7.30777317E-02  4.35784639E-02  3.53077606E-03  3.79121551E-02 -2.45212983E+00 -1.42122153E+00
 7.37481696E-02  4.35784639E-02  3.56844677E-03  3.81874930E-02 -2.44752078E+00 -1.41807885E+00
