ZONE T = " 0.00000E+00", I=  129, J=  256
 1.81018234E-02 -6.97255422E-02  5.70073207E-18  1.38389740E-16 -1.56535598E+01 -1.56535598E+01
 1.87722614E-02 -6.97255422E-02  5.76200208E-18  9.11846983E-17 -1.56535598E+01 -1.56535598E+01
 1.94426993E-02 -6.97255422E-02  8.84381772E-18  1.98849931E-16 -1.56535598E+01 -1.56535598E+01
 2.01131372E-02 -6.97255422E-02  1.08770080E-17  5.94353272E-17 -1.56535598E+01 -1.56535598E+01
 2.07835751E-02 -6.97255422E-02  4.90616798E-18  9.96302985E-17 -1.56535598E+01 -1.56535598E+01
 2.14540130E-02 -6.97255422E-02  4.41287533E-18  1.22260721E-16 -1.56535598E+01 -1.56535598E+01
 2.21244509E-02 -6.97255422E-02  7.84531265E-18  1.17983180E-16 -1.56535598E+01 -1.56535598E+01
 2.27948888E-02 -6.97255422E-02  7.71400107E-18  1.77238517E-16 -1.56535598E+01 -1.56535598E+01
 2.34653267E-02 -6.97255422E-02  4.41287533E-18  1.89467140E-16 -1.56535598E+01 -1.56535598E+01
 2.41357646E-02 -6.97255422E-02  5.89347151E-18  1.66292559E-16 -1.56535598E+01 -1.56535598E+01
 2.48062025E-02 -6.97255422E-02  1.01072203E-18  1.29677078E-16 -1.56535598E+01 -1.56535598E+01
 2.54766404E-02 -6.97255422E-02  6.08535243E-18  1.83391082E-16 -1.56535598E+01 -1.56535598E+01
 2.61470783E-02 -6.97255422E-02  2.26004316E-18  9.66555868E-17 -1.56535598E+01 -1.56535598E+01
 2.68175162E-02 -6.97255422E-02  9.04017262E-18  9.11846983E-17 -1.56535598E+01 -1.56535598E+01
 2.74879541E-02 -6.97255422E-02  2.27412456E-18  7.79262254E-17 -1.56535598E+01 -1.56535598E+01
 2.81583920E-02 -6.97255422E-02  3.53752709E-18  1.23779546E-16 -1.56535598E+01 -1.56535598E+01
 2.88288299E-02 -6.97255422E-02  1.03073827E-17  1.93311174E-17 -1.56535598E+01 -1.56535598E+01
 2.94992678E-02 -6.97255422E-02  5.56686741E-18  8.79404065E-17 -1.56535598E+01 -1.56535598E+01
 3.01697057E-02 -6.97255422E-02  2.02144405E-18  1.23779546E-16 -1.56535598E+01 -1.56535598E+01
 3.08401437E-02 -6.97255422E-02  6.06433215E-18  1.57343896E-16 -1.56535598E+01 -1.56535598E+01
 3.15105816E-02 -6.97255422E-02  7.35816741E-18  1.04101253E-16 -1.56535598E+01 -1.56535598E+01
 3.21810195E-02 -6.97255422E-02  0.00000000E+00  1.29677078E-16 -1.56535598E+01 -1.56535598E+01
 3.28514574E-02 -6.97255422E-02  6.56969317E-18  1.22260721E-16 -1.56535598E+01 -1.56535598E+01
 3.35218953E-02 -6.97255422E-02  7.32773469E-18  4.32256925E-17 -1.56535598E+01 -1.56535598E+01
 3.41923332E-02 -6.97255422E-02  7.02069956E-18  8.25825696E-17 -1.56535598E+01 -1.56535598E+01
 3.48627711E-02 -6.97255422E-02  3.64421009E-18  6.57329057E-17 -1.56535598E+01 -1.56535598E+01
 3.55332090E-02 -6.97255422E-02  7.71400107E-18  1.40732659E-16 -1.56535598E+01 -1.56535598E+01
 3.62036469E-02 -6.97255422E-02  2.85875359E-18  8.64513850E-17 -1.56535598E+01 -1.56535598E+01
 3.68740848E-02 -6.97255422E-02  2.38378313E-18  1.49191272E-16 -1.56535598E+01 -1.56535598E+01
 3.75445227E-02 -6.97255422E-02  1.51608304E-18  1.02746298E-16 -1.56535598E+01 -1.56535598E+01
 3.82149606E-02 -6.97255422E-02  1.01072203E-18  1.03313022E-16 -1.56535598E+01 -1.56535598E+01
 3.88853985E-02 -6.97255422E-02  4.52008631E-18  7.97042388E-17 -1.56535598E+01 -1.56535598E+01
 3.95558364E-02 -6.97255422E-02  0.00000000E+00  1.55852451E-16 -1.56535598E+01 -1.56535598E+01
 4.02262743E-02 -6.97255422E-02  8.72754226E-18  9.96302985E-17 -1.56535598E+01 -1.56535598E+01
 4.08967122E-02 -6.97255422E-02  2.26004316E-18  8.64513850E-17 -1.56535598E+01 -1.56535598E+01
 4.15671501E-02 -6.97255422E-02  7.07505418E-18  5.46766567E-17 -1.56535598E+01 -1.56535598E+01
 4.22375880E-02 -6.97255422E-02  8.33462734E-18  4.83277934E-17 -1.56535598E+01 -1.56535598E+01
 4.29080259E-02 -6.97255422E-02  5.71750719E-18  1.15986704E-16 -1.56535598E+01 -1.56535598E+01
 4.35784639E-02 -6.97255422E-02  6.06433215E-18  2.89966761E-17 -1.56535598E+01 -1.56535598E+01
 4.42489018E-02 -6.97255422E-02  4.16731367E-18  1.16388739E-16 -1.56535598E+01 -1.56535598E+01
 4.49193397E-02 -6.97255422E-02  9.04017262E-18  8.64513850E-17 -1.56535598E+01 -1.56535598E+01
 4.55897776E-02 -6.97255422E-02  9.58855105E-18  8.20149851E-17 -1.56535598E+01 -1.56535598E+01
 4.62602155E-02 -6.97255422E-02  4.16731367E-18  1.17983180E-16 -1.56535598E+01 -1.56535598E+01
 4.69306534E-02 -6.97255422E-02  1.42937680E-18  4.83277934E-17 -1.56535598E+01 -1.56535598E+01
 4.76010913E-02 -6.97255422E-02  1.40140901E-17  1.93311174E-17 -1.56535598E+01 -1.56535598E+01
 4.82715292E-02 -6.97255422E-02  2.52680506E-19  1.08064231E-16 -1.56535598E+01 -1.56535598E+01
 4.89419671E-02 -6.97255422E-02  1.37936712E-17  8.75336950E-17 -1.56535598E+01 -1.56535598E+01
 4.96124050E-02 -6.97255422E-02  2.02144405E-18  1.74583109E-16 -1.56535598E+01 -1.56535598E+01
 5.02828429E-02 -6.97255422E-02  8.57626078E-18  7.73244695E-17 -1.56535598E+01 -1.56535598E+01
 5.09532808E-02 -6.97255422E-02  3.64421009E-18  9.85697447E-17 -1.56535598E+01 -1.56535598E+01
 5.16237187E-02 -6.97255422E-02  3.19618368E-18  6.18897731E-17 -1.56535598E+01 -1.56535598E+01
 5.22941566E-02 -6.97255422E-02  2.52680506E-18  2.41638967E-18 -1.56535598E+01 -1.56535598E+01
 5.29645945E-02 -6.97255422E-02  8.33462734E-18  5.79933521E-17 -1.56535598E+01 -1.56535598E+01
 5.36350324E-02 -6.97255422E-02  3.03216608E-18  3.98521194E-17 -1.56535598E+01 -1.56535598E+01
 5.43054703E-02 -6.97255422E-02  1.07945160E-18  9.38356013E-17 -1.56535598E+01 -1.56535598E+01
 5.49759082E-02 -6.97255422E-02  5.05361013E-18  3.98521194E-17 -1.56535598E+01 -1.56535598E+01
 5.56463462E-02 -6.97255422E-02  0.00000000E+00  2.73383284E-17 -1.56535598E+01 -1.56535598E+01
 5.63167841E-02 -6.97255422E-02  5.15369133E-18  4.32256925E-17 -1.56535598E+01 -1.56535598E+01
 5.69872220E-02 -6.97255422E-02  5.54171614E-18  3.86622347E-17 -1.56535598E+01 -1.56535598E+01
 5.76576599E-02 -6.97255422E-02  2.52680506E-18  1.31465811E-16 -1.56535598E+01 -1.56535598E+01
 5.83280978E-02 -6.97255422E-02  9.53513252E-18  6.83458209E-17 -1.56535598E+01 -1.56535598E+01
 5.89985357E-02 -6.97255422E-02  3.43682646E-18  0.00000000E+00 -1.56535598E+01 -1.56535598E+01
 5.96689736E-02 -6.97255422E-02  5.05361013E-18  6.16179366E-17 -1.56535598E+01 -1.56535598E+01
 6.03394115E-02 -6.97255422E-02  6.14798207E-18  6.96993349E-17 -1.56535598E+01 -1.56535598E+01
 6.10098494E-02 -6.97255422E-02  3.03216608E-18  7.86719479E-17 -1.56535598E+01 -1.56535598E+01
 6.16802873E-02 -6.97255422E-02  4.27508236E-18  6.23714128E-17 -1.56535598E+01 -1.56535598E+01
 6.23507252E-02 -6.97255422E-02  1.13002158E-18  7.97042388E-17 -1.56535598E+01 -1.56535598E+01
 6.30211631E-02 -6.97255422E-02  5.20914209E-18  4.32256925E-17 -1.56535598E+01 -1.56535598E+01
 6.36916010E-02 -6.97255422E-02  5.44290468E-18  1.22284598E-16 -1.56535598E+01 -1.56535598E+01
 6.43620389E-02 -6.97255422E-02  4.31780639E-18  5.43016042E-17 -1.56535598E+01 -1.56535598E+01
 6.50324768E-02 -6.97255422E-02  3.94699569E-18  6.96993349E-17 -1.56535598E+01 -1.56535598E+01
 6.57029147E-02 -6.97255422E-02  1.42937680E-18  5.20506265E-17 -1.56535598E+01 -1.56535598E+01
 6.63733526E-02 -6.97255422E-02  7.43155664E-18  8.04334785E-17 -1.56535598E+01 -1.56535598E+01
 6.70437905E-02 -6.97255422E-02  1.13002158E-18  7.58376882E-17 -1.56535598E+01 -1.56535598E+01
 6.77142285E-02 -6.97255422E-02  5.05361013E-19  1.17983180E-16 -1.56535598E+01 -1.56535598E+01
 6.83846664E-02 -6.97255422E-02  2.03717537E-18  2.27961746E-17 -1.56535598E+01 -1.56535598E+01
 6.90551043E-02 -6.97255422E-02  4.16731367E-18  9.95130173E-17 -1.56535598E+01 -1.56535598E+01
 6.97255422E-02 -6.97255422E-02  3.53752709E-18  2.41638967E-17 -1.56535598E+01 -1.56535598E+01
 7.03959801E-02 -6.97255422E-02  4.65919832E-18  8.75253565E-17 -1.56535598E+01 -1.56535598E+01
 7.10664180E-02 -6.97255422E-02  1.52133811E-18  9.14723983E-17 -1.56535598E+01 -1.56535598E+01
 7.17368559E-02 -6.97255422E-02  3.04267622E-18  5.22745012E-17 -1.56535598E+01 -1.56535598E+01
 7.24072938E-02 -6.97255422E-02  3.67908371E-18  3.89631127E-17 -1.56535598E+01 -1.56535598E+01
 7.30777317E-02 -6.97255422E-02  3.51034978E-18  4.83277934E-17 -1.56535598E+01 -1.56535598E+01
 7.37481696E-02 -6.97255422E-02  2.57684567E-18  2.16128463E-17 -1.56535598E+01 -1.56535598E+01
 7.44186075E-02 -6.97255422E-02  6.25097050E-18  3.86622347E-17 -1.56535598E+01 -1.56535598E+01
 7.50890454E-02 -6.97255422E-02  3.64421009E-18  5.63594077E-17 -1.56535598E+01 -1.56535598E+01
 7.57594833E-02 -6.97255422E-02  3.94699569E-18  1.99260597E-17 -1.56535598E+01 -1.56535598E+01
 7.64299212E-02 -6.97255422E-02  6.14798207E-18  7.79262254E-17 -1.56535598E+01 -1.56535598E+01
 7.71003591E-02 -6.97255422E-02  3.07399103E-18  5.22745012E-17 -1.56535598E+01 -1.56535598E+01
 7.77707970E-02 -6.97255422E-02  3.39006473E-18  8.64513850E-17 -1.56535598E+01 -1.56535598E+01
 7.84412349E-02 -6.97255422E-02  4.57623860E-18  6.05545516E-17 -1.56535598E+01 -1.56535598E+01
 7.91116728E-02 -6.97255422E-02  2.08365683E-18  9.23301197E-17 -1.56535598E+01 -1.56535598E+01
 7.97821107E-02 -6.97255422E-02  1.26340253E-18  7.74753466E-17 -1.56535598E+01 -1.56535598E+01
 8.04525487E-02 -6.97255422E-02  3.43682646E-18  4.10074925E-17 -1.56535598E+01 -1.56535598E+01
 8.11229866E-02 -6.97255422E-02  4.57623860E-18  1.00563624E-16 -1.56535598E+01 -1.56535598E+01
 8.17934245E-02 -6.97255422E-02  5.07881532E-18  6.71391163E-17 -1.56535598E+01 -1.56535598E+01
 8.24638624E-02 -6.97255422E-02  3.55777383E-18  4.43096293E-17 -1.56535598E+01 -1.56535598E+01
 8.31343003E-02 -6.97255422E-02  2.93815379E-05  2.79375026E-04 -4.53192548E+00 -3.55381242E+00
 8.38047382E-02 -6.97255422E-02  8.39783086E-05  7.96623067E-04 -4.07583288E+00 -3.09874712E+00
 8.44751761E-02 -6.97255422E-02  1.37066580E-04  1.29715395E-03 -3.86306842E+00 -2.88700848E+00
 8.51456140E-02 -6.97255422E-02  1.88677159E-04  1.78137357E-03 -3.72428067E+00 -2.74924500E+00
 8.58160519E-02 -6.97255422E-02  1.01111600E-18  6.78371342E-18 -1.56535598E+01 -1.56535598E+01
 0.00000000E+00 -6.90551043E-02  7.77556604E-19  7.64072431E-18 -1.56535598E+01 -1.56535598E+01
 6.70437905E-04 -6.90551043E-02  1.51912401E-18  9.38819806E-17 -1.56535598E+01 -1.56535598E+01
 1.34087581E-03 -6.90551043E-02  2.36772564E-18  1.09122882E-16 -1.56535598E+01 -1.56535598E+01
 2.01131372E-03 -6.90551043E-02  7.42230975E-18  6.53161810E-17 -1.56535598E+01 -1.56535598E+01
 2.68175162E-03 -6.90551043E-02  1.16130534E-18  2.56794750E-17 -1.56535598E+01 -1.56535598E+01
 3.35218953E-03 -6.90551043E-02  4.55250626E-18  1.64879138E-17 -1.56535598E+01 -1.56535598E+01
 4.02262743E-03 -6.90551043E-02  1.53077237E-18  6.26283493E-17 -1.56535598E+01 -1.56535598E+01
 4.69306534E-03 -6.90551043E-02  4.01597000E-18  3.79045251E-17 -1.56535598E+01 -1.56535598E+01
 5.36350324E-03 -6.90551043E-02  2.74162145E-18  2.72476435E-17 -1.56535598E+01 -1.56535598E+01
 6.03394115E-03 -6.90551043E-02  3.77301169E-18  3.15230061E-17 -1.56535598E+01 -1.56535598E+01
 6.70437905E-03 -6.90551043E-02  1.83490355E-18  1.31087952E-17 -1.56535598E+01 -1.56535598E+01
 7.37481696E-03 -6.90551043E-02  2.93589280E-18  7.55660737E-17 -1.56535598E+01 -1.56535598E+01
 8.04525487E-03 -6.90551043E-02  3.08928723E-18  7.57763099E-17 -1.56535598E+01 -1.56535598E+01
 8.71569277E-03 -6.90551043E-02  2.01012316E-18  6.02433859E-17 -1.56535598E+01 -1.56535598E+01
 9.38613068E-03 -6.90551043E-02  4.90052207E-18  3.11857064E-17 -1.56535598E+01 -1.56535598E+01
 1.00565686E-02 -6.90551043E-02  3.61617940E-18  2.06456424E-17 -1.56535598E+01 -1.56535598E+01
 1.07270065E-02 -6.90551043E-02  1.96056505E-18  4.67658808E-17 -1.56535598E+01 -1.56535598E+01
 1.13974444E-02 -6.90551043E-02  3.44726043E-18  6.65385266E-17 -1.56535598E+01 -1.56535598E+01
 1.20678823E-02 -6.90551043E-02  2.71704988E-18  3.93359739E-17 -1.56535598E+01 -1.56535598E+01
 1.27383202E-02 -6.90551043E-02  3.03479702E-18  6.50183964E-17 -1.56535598E+01 -1.56535598E+01
 1.34087581E-02 -6.90551043E-02  3.19618368E-18  8.27238572E-17 -1.56535598E+01 -1.56535598E+01
 1.40791960E-02 -6.90551043E-02  4.12544940E-18  6.50632831E-17 -1.56535598E+01 -1.56535598E+01
 1.47496339E-02 -6.90551043E-02  2.79844374E-18  1.94853024E-16 -1.56535598E+01 -1.56535598E+01
 1.54200718E-02 -6.90551043E-02  5.05361013E-18  1.98320683E-16 -1.56535598E+01 -1.56535598E+01
 1.60905097E-02 -6.90551043E-02  3.29455073E-18  8.45391116E-17 -1.56535598E+01 -1.56535598E+01
 1.67609476E-02 -6.90551043E-02  8.49397465E-18  1.19653995E-16 -1.56535598E+01 -1.56535598E+01
 1.74313855E-02 -6.90551043E-02  5.36016299E-18  1.67760800E-16 -1.56535598E+01 -1.56535598E+01
 1.81018234E-02 -6.90551043E-02  8.31257422E-18  4.12912848E-17 -1.56535598E+01 -1.56535598E+01
 1.87722614E-02 -6.90551043E-02  1.49274097E-17  1.38389740E-16 -1.56535598E+01 -1.56535598E+01
 1.94426993E-02 -6.90551043E-02  9.81233596E-18  9.91603416E-17 -1.56535598E+01 -1.56535598E+01
 2.01131372E-02 -6.90551043E-02  3.87815190E-18  1.16143915E-16 -1.56535598E+01 -1.56535598E+01
 2.07835751E-02 -6.90551043E-02  1.15461444E-17  4.92848723E-17 -1.56535598E+01 -1.56535598E+01
 2.14540130E-02 -6.90551043E-02  1.42310953E-17  1.40732659E-16 -1.56535598E+01 -1.56535598E+01
 2.21244509E-02 -6.90551043E-02  5.76200208E-18  4.22004314E-17 -1.56535598E+01 -1.56535598E+01
 2.27948888E-02 -6.90551043E-02  1.53699552E-17  2.12697202E-16 -1.56535598E+01 -1.56535598E+01
 2.34653267E-02 -6.90551043E-02  7.13011380E-18  9.14723983E-17 -1.56535598E+01 -1.56535598E+01
 2.41357646E-02 -6.90551043E-02  7.27197640E-18  2.05960900E-16 -1.56535598E+01 -1.56535598E+01
 2.48062025E-02 -6.90551043E-02  5.65010789E-18  1.08064231E-16 -1.56535598E+01 -1.56535598E+01
 2.54766404E-02 -6.90551043E-02  5.35420394E-18  4.83277934E-17 -1.56535598E+01 -1.56535598E+01
 2.61470783E-02 -6.90551043E-02  5.37206125E-18  1.39398670E-16 -1.56535598E+01 -1.56535598E+01
 2.68175162E-02 -6.90551043E-02  8.49045042E-18  8.21661321E-17 -1.56535598E+01 -1.56535598E+01
 2.74879541E-02 -6.90551043E-02  9.58855105E-18  1.12718815E-16 -1.56535598E+01 -1.56535598E+01
 2.81583920E-02 -6.90551043E-02  3.64421009E-18  1.25652263E-16 -1.56535598E+01 -1.56535598E+01
 2.88288299E-02 -6.90551043E-02  9.60185924E-18  1.23779546E-16 -1.56535598E+01 -1.56535598E+01
 2.94992678E-02 -6.90551043E-02  2.72145234E-18  1.93311174E-16 -1.56535598E+01 -1.56535598E+01
 3.01697057E-02 -6.90551043E-02  2.26004316E-18  1.01265180E-16 -1.56535598E+01 -1.56535598E+01
 3.08401437E-02 -6.90551043E-02  6.06433215E-18  1.72902770E-16 -1.56535598E+01 -1.56535598E+01
 3.15105816E-02 -6.90551043E-02  6.25097050E-18  1.50980853E-16 -1.56535598E+01 -1.56535598E+01
 3.21810195E-02 -6.90551043E-02  5.05361013E-18  1.93311174E-17 -1.56535598E+01 -1.56535598E+01
 3.28514574E-02 -6.90551043E-02  4.07435074E-18  8.25825696E-17 -1.56535598E+01 -1.56535598E+01
 3.35218953E-02 -6.90551043E-02  3.64421009E-18  7.97042388E-17 -1.56535598E+01 -1.56535598E+01
 3.41923332E-02 -6.90551043E-02  3.03216608E-18  1.12718815E-16 -1.56535598E+01 -1.56535598E+01
 3.48627711E-02 -6.90551043E-02  3.23588935E-18  1.57343896E-16 -1.56535598E+01 -1.56535598E+01
 3.55332090E-02 -6.90551043E-02  2.52680506E-18  5.87932982E-17 -1.56535598E+01 -1.56535598E+01
 3.62036469E-02 -6.90551043E-02  6.78012947E-18  3.98521194E-17 -1.56535598E+01 -1.56535598E+01
 3.68740848E-02 -6.90551043E-02  4.52008631E-18  2.89966761E-17 -1.56535598E+01 -1.56535598E+01
 3.75445227E-02 -6.90551043E-02  1.42937680E-18  6.11303606E-17 -1.56535598E+01 -1.56535598E+01
 3.82149606E-02 -6.90551043E-02  4.07435074E-18  5.79933521E-17 -1.56535598E+01 -1.56535598E+01
 3.88853985E-02 -6.90551043E-02  2.26004316E-18  8.91120480E-17 -1.56535598E+01 -1.56535598E+01
 3.95558364E-02 -6.90551043E-02  4.05077667E-18  4.55923491E-17 -1.56535598E+01 -1.56535598E+01
 4.02262743E-02 -6.90551043E-02  3.53752709E-18  1.93311174E-17 -1.56535598E+01 -1.56535598E+01
 4.08967122E-02 -6.90551043E-02  6.87365291E-18  3.48496674E-17 -1.56535598E+01 -1.56535598E+01
 4.15671501E-02 -6.90551043E-02  5.44290468E-18  1.04101253E-16 -1.56535598E+01 -1.56535598E+01
 4.22375880E-02 -6.90551043E-02  4.76756626E-18  7.79262254E-17 -1.56535598E+01 -1.56535598E+01
 4.29080259E-02 -6.90551043E-02  4.80092962E-18  7.86719479E-17 -1.56535598E+01 -1.56535598E+01
 4.35784639E-02 -6.90551043E-02  5.37206125E-18  8.64513850E-17 -1.56535598E+01 -1.56535598E+01
 4.42489018E-02 -6.90551043E-02  4.28813039E-18  1.23779546E-16 -1.56535598E+01 -1.56535598E+01
 4.49193397E-02 -6.90551043E-02  1.07441225E-17  4.83277934E-17 -1.56535598E+01 -1.56535598E+01
 4.55897776E-02 -6.90551043E-02  8.08577620E-18  1.72902770E-16 -1.56535598E+01 -1.56535598E+01
 4.62602155E-02 -6.90551043E-02  1.07441225E-17  6.48385388E-17 -1.56535598E+01 -1.56535598E+01
 4.69306534E-02 -6.90551043E-02  9.58855105E-18  1.22260721E-16 -1.56535598E+01 -1.56535598E+01
 4.76010913E-02 -6.90551043E-02  1.07441225E-17  6.18897731E-17 -1.56535598E+01 -1.56535598E+01
 4.82715292E-02 -6.90551043E-02  6.39236736E-18  1.08064231E-16 -1.56535598E+01 -1.56535598E+01
 4.89419671E-02 -6.90551043E-02  5.05361013E-18  1.08064231E-16 -1.56535598E+01 -1.56535598E+01
 4.96124050E-02 -6.90551043E-02  1.01072203E-18  7.03663294E-17 -1.56535598E+01 -1.56535598E+01
 5.02828429E-02 -6.90551043E-02  9.15596453E-18  9.66555868E-17 -1.56535598E+01 -1.56535598E+01
 5.09532808E-02 -6.90551043E-02  1.61794467E-18  9.74077817E-17 -1.56535598E+01 -1.56535598E+01
 5.16237187E-02 -6.90551043E-02  9.31839665E-18  1.08064231E-16 -1.56535598E+01 -1.56535598E+01
 5.22941566E-02 -6.90551043E-02  1.06606022E-17  8.34616935E-17 -1.56535598E+01 -1.56535598E+01
 5.29645945E-02 -6.90551043E-02  7.14688398E-18  1.55852451E-16 -1.56535598E+01 -1.56535598E+01
 5.36350324E-02 -6.90551043E-02  3.39006473E-18  2.16128463E-17 -1.56535598E+01 -1.56535598E+01
 5.43054703E-02 -6.90551043E-02  5.15369133E-18  3.05651803E-17 -1.56535598E+01 -1.56535598E+01
 5.49759082E-02 -6.90551043E-02  5.05992320E-18  9.28346596E-17 -1.56535598E+01 -1.56535598E+01
 5.56463462E-02 -6.90551043E-02  6.47177870E-18  1.93311174E-17 -1.56535598E+01 -1.56535598E+01
 5.63167841E-02 -6.90551043E-02  1.01072203E-18  5.20506265E-17 -1.56535598E+01 -1.56535598E+01
 5.69872220E-02 -6.90551043E-02  2.52680506E-18  5.46766567E-17 -1.56535598E+01 -1.56535598E+01
 5.76576599E-02 -6.90551043E-02  2.52680506E-18  7.79262254E-17 -1.56535598E+01 -1.56535598E+01
 5.83280978E-02 -6.90551043E-02  4.23569713E-18  6.34273521E-17 -1.56535598E+01 -1.56535598E+01
 5.89985357E-02 -6.90551043E-02  2.85875359E-18  8.64513850E-17 -1.56535598E+01 -1.56535598E+01
 5.96689736E-02 -6.90551043E-02  7.28842018E-18  4.83277934E-17 -1.56535598E+01 -1.56535598E+01
 6.03394115E-02 -6.90551043E-02  6.06433215E-18  4.59114037E-17 -1.56535598E+01 -1.56535598E+01
 6.10098494E-02 -6.90551043E-02  2.26004316E-18  1.99260597E-16 -1.56535598E+01 -1.56535598E+01
 6.16802873E-02 -6.90551043E-02  5.05361013E-18  3.98521194E-17 -1.56535598E+01 -1.56535598E+01
 6.23507252E-02 -6.90551043E-02  2.03717537E-18  8.91448038E-17 -1.56535598E+01 -1.56535598E+01
 6.30211631E-02 -6.90551043E-02  1.02608199E-17  8.75253565E-17 -1.56535598E+01 -1.56535598E+01
 6.36916010E-02 -6.90551043E-02  4.04288810E-18  1.23779546E-16 -1.56535598E+01 -1.56535598E+01
 6.43620389E-02 -6.90551043E-02  4.05077667E-18  6.11303606E-17 -1.56535598E+01 -1.56535598E+01
 6.50324768E-02 -6.90551043E-02  0.00000000E+00  7.54904266E-17 -1.56535598E+01 -1.56535598E+01
 6.57029147E-02 -6.90551043E-02  3.23588935E-18  4.83277934E-17 -1.56535598E+01 -1.56535598E+01
 6.63733526E-02 -6.90551043E-02  6.79893707E-18  1.26485940E-16 -1.56535598E+01 -1.56535598E+01
 6.70437905E-02 -6.90551043E-02  8.59113722E-18  7.79262254E-17 -1.56535598E+01 -1.56535598E+01
 6.77142285E-02 -6.90551043E-02  5.65010789E-18  1.36691642E-17 -1.56535598E+01 -1.56535598E+01
 6.83846664E-02 -6.90551043E-02  3.19618368E-18  7.54904266E-17 -1.56535598E+01 -1.56535598E+01
 6.90551043E-02 -6.90551043E-02  2.08365683E-18  1.46445973E-16 -1.56535598E+01 -1.56535598E+01
 6.97255422E-02 -6.90551043E-02  3.51034978E-18  9.96302985E-18 -1.56535598E+01 -1.56535598E+01
 7.03959801E-02 -6.90551043E-02  5.05361013E-18  1.93311174E-17 -1.56535598E+01 -1.56535598E+01
 7.10664180E-02 -6.90551043E-02  4.70182683E-18  2.90971848E-17 -1.56535598E+01 -1.56535598E+01
 7.17368559E-02 -6.90551043E-02  2.57684567E-18  7.79262254E-17 -1.56535598E+01 -1.56535598E+01
 7.24072938E-02 -6.90551043E-02  3.64421009E-18  5.13731491E-17 -1.56535598E+01 -1.56535598E+01
 7.30777317E-02 -6.90551043E-02  5.07881532E-18  4.32256925E-17 -1.56535598E+01 -1.56535598E+01
 7.37481696E-02 -6.90551043E-02  2.03717537E-18  8.94064178E-17 -1.56535598E+01 -1.56535598E+01
 7.44186075E-02 -6.90551043E-02  3.03216608E-18  3.05651803E-17 -1.56535598E+01 -1.56535598E+01
 7.50890454E-02 -6.90551043E-02  2.08365683E-18  7.51124147E-17 -1.56535598E+01 -1.56535598E+01
 7.57594833E-02 -6.90551043E-02  5.44290468E-18  9.56841493E-17 -1.56535598E+01 -1.56535598E+01
 7.64299212E-02 -6.90551043E-02  1.01072203E-18  6.59546025E-17 -1.56535598E+01 -1.56535598E+01
 7.71003591E-02 -6.90551043E-02  1.42937680E-18  4.12912848E-17 -1.56535598E+01 -1.56535598E+01
 7.77707970E-02 -6.90551043E-02  2.57684567E-18  3.48496674E-17 -1.56535598E+01 -1.56535598E+01
 7.84412349E-02 -6.90551043E-02  5.15369133E-18  6.57329057E-17 -1.56535598E+01 -1.56535598E+01
 7.91116728E-02 -6.90551043E-02  4.79427552E-18  4.83277934E-17 -1.56535598E+01 -1.56535598E+01
 7.97821107E-02 -6.90551043E-02  3.39006473E-18  8.71241686E-17 -1.56535598E+01 -1.56535598E+01
 8.04525487E-02 -6.90551043E-02  1.04182842E-18  6.04097418E-17 -1.56535598E+01 -1.56535598E+01
 8.11229866E-02 -6.90551043E-02  7.09307982E-18  6.04097418E-17 -1.56535598E+01 -1.56535598E+01
 8.17934245E-02 -6.90551043E-02  2.02144405E-18  6.35652878E-17 -1.56535598E+01 -1.56535598E+01
 8.24638624E-02 -6.90551043E-02  4.08544097E-05  3.90166937E-04 -4.38876106E+00 -3.40874954E+00
 8.31343003E-02 -6.90551043E-02  9.67044213E-05  9.21342009E-04 -4.01455367E+00 -3.03557913E+00
 8.38047382E-02 -6.90551043E-02  1.50994967E-04  1.43516412E-03 -3.82103753E+00 -2.84309843E+00
 8.44751761E-02 -6.90551043E-02  2.03758239E-04  1.93205910E-03 -3.69088482E+00 -2.71397959E+00
